"Z_FieldDescr_Id","OrderID","model","Module","fieldUseGroup","TableName","FieldName","Nulls","dataType","FieldSize","key","References","ClosedList","FieldNotes","FieldDefinition","FieldDefn_old","DestinationField","DestFieldID","exportToXLS","privateNotes","DenormTransl","RecordsNotNull","PercentNotNull","CheckedAt","FldInUse","DescrOfTbl","example1","example2","example3","example4","exampleComments","relType","relName","xmlExportSkip"
6684,12.00,"logical","VegBank",,"soilTaxon","accessionCode","yes","Text",100,"n/a","n/a","no","n/a","Code that uniquely references this record, allowing reference to this record for this version of this database.  Better than a primary key, which is automatically generated by a database and not globally unique.  VegBank Accession codes are only generated by VegBank, and therefore data integrity can be guaranteed, unlike with a primary key (number).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6685,20.00,"logical","VegBank",,"stratumMethod","accessionCode","yes","Text",100,"n/a","n/a","no","n/a","Code that uniquely references this record, allowing reference to this record for this version of this database.  Better than a primary key, which is automatically generated by a database and not globally unique.  VegBank Accession codes are only generated by VegBank, and therefore data integrity can be guaranteed, unlike with a primary key (number).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6686,15.00,"logical","VegBank",,"referenceParty","accessionCode","yes","Text",100,"n/a","n/a","no","n/a","Code that uniquely references this record, allowing reference to this record for this version of this database.  Better than a primary key, which is automatically generated by a database and not globally unique.  VegBank Accession codes are only generated by VegBank, and therefore data integrity can be guaranteed, unlike with a primary key (number).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6687,7.00,"logical","VegBank",,"stemCount","TAXONIMPORTANCE_ID","no","Long Integer",4,"FK","taxonImportance.TAXONIMPORTANCE_ID","no","Foreign key into the taxonImportance table","Foreign key into the taxonImportance table, thereby associating a taxon identification with the tree stem(s).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,0,0,,,,,,"inverted","n/a",0
6688,6.00,"logical","VegBank",,"taxonImportance","taxonImportance_ID","no","AutoNumber",4,"PK","n/a","no","n/a","Database generated number which uniquely identifies this record of the table.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6689,7.00,"logical","VegBank",,"taxonImportance","taxonObservation_ID","no","Long Integer",4,"FK","taxonObservation.taxonObservation_ID","no","n/a","Foreign Key into the TaxonObservation table to link to the information about the taxon for which this importance value applies.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"inverted","n/a",0
6690,8.00,"logical","VegBank",,"taxonImportance","stratum_ID","yes","Long Integer",4,"FK","stratum.STRATUM_ID","no","n/a","Foreign Key into the stratum table, if this record is limited to the importance of a taxon in one stratum. If null, all values in this record speak of the importance of the entire taxon across all strata.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"normal","n/a",0
6691,9.00,"logical","VegBank",,"taxonImportance","cover","yes","Double",8,"n/a","n/a","no","n/a","Cover, in percent, of the taxon (potentially limitied to one stratum if stratum_ID has a value).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6692,10.00,"logical","VegBank",,"taxonImportance","basalArea","yes","Double",8,"n/a","n/a","no","n/a","Total basal area of the species in m2/ha (potentially limitied to one stratum if stratum_ID has a value).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6693,11.00,"logical","VegBank",,"taxonImportance","biomass","yes","Double",8,"n/a","n/a","no","n/a","The biomass of the species in g/m2 (potentially limitied to one stratum if stratum_ID has a value).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6694,12.00,"logical","VegBank",,"taxonImportance","inferenceArea","yes","Double",8,"n/a","n/a","no","The area used to infer the importance values of the taxon, if not the same as observation.taxonInferenceArea.","This is the area in m2 used to infer the importance values (i.e. cover, biomass, basal area) in this record.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6695,11.00,"logical","VegBank",,"taxonObservation","accessionCode","yes","Text",100,"n/a","n/a","no","n/a","Code that uniquely references this record, allowing reference to this record for this version of this database.  Better than a primary key, which is automatically generated by a database and not globally unique.  VegBank Accession codes are only generated by VegBank, and therefore data integrity can be guaranteed, unlike with a primary key (number).",,,,0,,0,0,-900.00,1/17/2005 16:54:16,1,0,,,,,,"n/a","n/a",0
6696,12.00,"logical","VegBank",,"userDefined","accessionCode","yes","Text",100,"n/a","n/a","no","n/a","Code that uniquely references this record, allowing reference to this record for this version of this database.  Better than a primary key, which is automatically generated by a database and not globally unique.  VegBank Accession codes are only generated by VegBank, and therefore data integrity can be guaranteed, unlike with a primary key (number).",,,,0,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6697,10.00,"logical","VegBank",,"taxonObservation","taxonInferenceArea","yes","Double",8,"n/a","n/a","no","The area used to infer the presence of the taxon, if not the same as observation.taxonInferenceArea.","This is the area in m2 used to infer the presence of a given taxon.  Generally this should be equal to observation.taxonInferenceArea, but at times this area may be larger or smaller for a specific taxon.",,,,0,,0,0,-900.00,1/17/2005 16:54:16,0,0,,,,,,"n/a","n/a",0
6700,247.20,"logical","Loading",3.00,"Z_USER_C_plotData","totalCover","yes","Double",8,"n/a","n/a","no","n/a","The total cover, in percent, of all vegetation on the plot.",,"observation.totalCover",6667,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6701,,"logical","Loading",3.00,"Z_USER_A_party","partyType","yes","text",40,"n/a","n/a","yes","n/a","The type of party this is.  Person is the most common type.",,"party.partyType",6664,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6702,,"logical","Loading",0.00,"Z_USER_C2_plotNorm","plotC2_ID","no","AutoNumber",4,"PK","n/a","no","n/a","Database generated ID that uniquely identifies each row in this table.",,"n/a",,0,,0,0,-900.00,1/17/2005 16:54:17,0,0,,,,,,"n/a","n/a",0
6703,,"logical","Loading",1.00,"Z_USER_C2_plotNorm","authorPlotCode","no","Text",100,"FK","z_USER_C_plotData.authorPlotCode","no","n/a","Author's Plot number/code, or the original plot number if taken from literature.  This ""points"" to the right plot in the Plot Data Loading Table.",,"n/a",,1,,0,0,-900.00,1/17/2005 16:54:17,1,1,,,,,,"n/a","n/a",0
6704,,"logical","Loading",2.00,"Z_USER_C2_plotNorm","Contrib","yes","Text",255,"n/a","z_USER_A_Party.UserPartyCode","no","n/a","contributor name for a contributor to this plot.",,"observationContributor.party_ID",6424,1,,1,0,-900.00,1/17/2005 16:54:17,1,1,,,,,,"n/a","n/a",0
6705,,"logical","Loading",2.00,"Z_USER_C2_plotNorm","Role","yes","Text",50,"n/a","n/a","no","n/a","contributor role for this record",,"observationContributor.role_ID",6571,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6706,,"logical","Loading",2.00,"Z_USER_C2_plotNorm","PlaceName","yes","Text",255,"n/a","n/a","no","n/a","A named place for this plot.  For US quadrangles or counties, it is recommended that you add the full state name after the name in {squiggley brackets}.  This helps VegBranch know which of many quadrangles the county or quadrangle may refer to.  For example: Reid {North Carolina}",,"place.namedPlace_ID",6427,1,,1,0,-900.00,1/17/2005 16:54:17,1,1,,,,,,"n/a","n/a",0
6707,,"logical","Loading",2.00,"Z_USER_C2_plotNorm","PlaceSystem","yes","Text",80,"n/a","n/a","no","n/a","the geographical naming system where the place name should be found",,"n/a",,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6708,,"logical","Loading",2.00,"Z_USER_C2_plotNorm","StratumIndex","yes","Text",10,"n/a","n/a","no","n/a","This field defines the name of the stratum, as will be referenced in other loading tables (Strata Cover).  Each stratum on a plot should have its own unique stratum code, and should be part of the stratum method used (as selected in the metadata form).",,"stratum.stratumType_ID",6533,1,,1,0,-900.00,1/17/2005 16:54:17,1,1,,,,,,"n/a","n/a",0
6709,,"logical","Loading",2.00,"Z_USER_C2_plotNorm","StratumBase","yes","Double",8,"n/a","n/a","no","n/a","the base of the stratum, in meters",,"stratum.stratumBase",6537,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6710,,"logical","Loading",2.00,"Z_USER_C2_plotNorm","StratumHeight","yes","Double",8,"n/a","n/a","no","n/a","the height of the stratum, in meters",,"stratum.stratumHeight",6536,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6711,,"logical","Loading",3.00,"Z_USER_C2_plotNorm","StratumCover","yes","Double",8,"n/a","n/a","no","n/a","the total cover of all vegetation in this stratum, in percent.",,"stratum.stratumCover",6538,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6712,390.50,"logical","Loading",4.00,"Z_USER_E_stemData","stratumIndex","yes","text",50,"FK","Z_USER_C2_plotNorm.StratumIndex","no","n/a","OPTIONAL.  References a StratumIndex (1-9) in Plot Data (or Normalized Plot Data) for this plot to link this stratum to the stratum definitions that table.  Most of the time, stems are listed as belonging to the whole plot, not a particular stratum.  In this case, leave this field blank, which signifies that record applies to the whole plot, not just to one stratum.",,"stemCount.taxonImportance_ID",6687,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6713,1174.50,"logical","Loading",3.00,"Z_USER_D2_StrataCover","biomass","yes","Double",8,"n/a","n/a","no","n/a","The biomass of the species in g/m2 (potentially limitied to one stratum if stratum_ID has a value).",,"taxonImportance.biomass",6693,1,,0,0,-900.00,1/17/2005 16:54:17,0,0,,,,,,"n/a","n/a",0
6714,8.50,"logical","VegBank",,"aux_Role","accessionCode","yes","Text",100,"n/a","n/a","no","n/a","Code that uniquely references this record, allowing reference to this record for this version of this database.  Better than a primary key, which is automatically generated by a database and not globally unique.  VegBank Accession codes are only generated by VegBank, and therefore data integrity can be guaranteed, unlike with a primary key (number).",,,,0,,0,0,-900.00,1/17/2005 16:54:06,1,0,,,,,,"n/a","n/a",0
6715,,"logical","Loading",0.00,"z_USER_A_Party","VegBankAccCode","yes","Text",100,"n/a","n/a","no","n/a","Code that uniquely references the party corresponding to this record, allowing reference to this record for this version of this database.  Better than a primary key, which is automatically generated by a database and not globally unique.  VegBank Accession codes are only generated by VegBank, and therefore data integrity can be guaranteed, unlike with a primary key (number).",,"party.accessionCode",6615,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6716,343.50,"logical","Loading",3.00,"z_USER_D_CoverData","biomass","yes","Double",8,"n/a","n/a","no","n/a","The biomass of the species in g/m2 (potentially limitied to one stratum if stratum_ID has a value).",,"taxonImportance.biomass",6693,1,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6717,197.50,"logical","Loading",4.00,"z_USER_C_plotData","coverMethodName","yes","text",80,"n/a","n/a","no","n/a","Cover Method used for this observation.  If this field is not filled in, values from the metadata form will be used.  This field must be used if more than one method is used for one migration process.",,"observation.coverMethod_ID",6360,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6718,197.70,"logical","Loading",4.00,"z_USER_C_plotData","stratumMethodName","yes","text",80,"n/a","n/a","no","n/a","Stratum Method used for this observation.  If this field is not filled in, values from the metadata form will be used. This field must be used if more than one method is used for a batch to migrate.",,"observation.stratumMethod_ID",6361,1,,1,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6719,,"logical","Loading",0.00,"Z_USER_J_UD","UserDefAccCode","yes","Text",100,"n/a","n/a","no","n/a","VegBank accession Code of the User Defined record in vegbank which matches this record.  Parallels VB_ID value.",,"n/a",,0,,0,0,-900.00,1/17/2005 16:54:17,1,0,,,,,,"n/a","n/a",0
6720,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Bare Soil","yes",,,"n/a","n/a","no","+another","to VegBranch field:Z_USER_C_xxx, field(s):percentBareSoil",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6721,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Bedrock","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):percentBedrock",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6722,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Large Rocks","yes",,,"n/a","n/a","no","+another","to VegBranch field:Z_USER_C_xxx, field(s):percentRockGravel",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6723,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Litter, Duff","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):percentLitter",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6724,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Other","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):percentOther",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6725,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Other Description","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):nameOther",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6726,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Sand","yes",,,"n/a","n/a","no","+another","to VegBranch field:Z_USER_C_xxx, field(s):percentBareSoil",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6727,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Small Rocks","yes",,,"n/a","n/a","no","+another","to VegBranch field:Z_USER_C_xxx, field(s):percentRockGravel",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6728,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Water","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):percentWater",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6729,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","% Wood","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):percentWood",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6730,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Air Photo Number","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6731,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Animal Use Evidence","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_G_xxx, field(s):disturbanceComments",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6732,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Aspect","yes",,,"n/a","n/a","no","convert text to #","to VegBranch field:Z_USER_C_xxx, field(s):SlopeAspect",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6733,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Classified Community Name","yes",,,"n/a","n/a","no","if no ELCode","to VegBranch field:Z_USER_I_xxx, field(s):commName1",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6734,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Coord System","yes",,,"n/a","n/a","no","switch-not needed?","to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6735,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Corrected Lat","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):realLatitude, unless null",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6736,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Corrected Long","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):realLongitude, unless null",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6737,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Corrected UTM X","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):authorE, unless null",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6738,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Corrected UTM Y","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):authorN, unless null",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6739,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Cowardin System","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6740,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Disturbance Comments","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_G_xxx, field(s):disturbanceComments",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6741,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","E Cover","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C2_xxx, field(s):stratumCover",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6742,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","E Hgt","yes",,,"n/a","n/a","no","parse","to VegBranch field:Z_USER_C2_xxx, field(s):stratumHeight,Base",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6743,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Elevation","yes",,,"n/a","n/a","no","dep units","to VegBranch field:Z_USER_C_xxx, field(s):elevation",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6744,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Elevation Units","yes",,,"n/a","n/a","no","contrib to elevation","to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6745,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Environmental Comments","yes",,,"n/a","n/a","no","+ another","to VegBranch field:Z_USER_C_xxx, field(s):landscapeNarrative",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6746,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Field Lat","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):if corrLat is null, reallatitide",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6747,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Field Long","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):if corrLong is null, realLongitude",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6748,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Field UTM X","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):authorE, unless CorrUTMX",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6749,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Field UTM Y","yes",,,"n/a","n/a","no","Iif","to VegBranch field:Z_USER_C_xxx, field(s):authorN, unless CorrUTMY",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6750,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Frame Number","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6751,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","GPS File","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6752,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","GPS Techniques","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6753,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","H Cover","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C2_xxx, field(s):stratumCover",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6754,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","H Hgt","yes",,,"n/a","n/a","no","parse","to VegBranch field:Z_USER_C2_xxx, field(s):stratumHeight,Base",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6755,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Hydro Regime","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):hydrologicRegime",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6756,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Hydrology Evidence","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6757,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Landform","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):Landform",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6758,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Landscape Comments","yes",,,"n/a","n/a","no","+ another","to VegBranch field:Z_USER_C_xxx, field(s):landscapeNarrative",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6759,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Leaf Phenology","yes",,,"n/a","n/a","no","with 2 other fields, to 2 fields","to VegBranch field:Z_USER_C_xxx, field(s):growthform1,2Type",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6760,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Leaf Type","yes",,,"n/a","n/a","no","with 2 other fields, to 2 fields","to VegBranch field:Z_USER_C_xxx, field(s):growthform1,2Type",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6761,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Location Code","yes",,,"n/a","n/a","no","+sublocation","to VegBranch field:Z_USER_C_xxx, field(s):authorLocation",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6762,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","N Cover","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C2_xxx, field(s):stratumCover",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6763,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","N Hgt","yes",,,"n/a","n/a","no","parse","to VegBranch field:Z_USER_C2_xxx, field(s):stratumHeight,Base",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6764,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Opt1","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6765,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Opt2","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6766,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Opt3","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6767,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Opt4","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6768,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Opt5","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6769,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Optional Fields Defined","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6770,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Other Comments","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):observationNarrative",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6771,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Other Measure1 Defined","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6772,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Other Measure2 Defined","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6773,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Permanent","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):permanence",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6774,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Photos","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6775,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Physio Class","yes",,,"n/a","n/a","no","with 2 other fields, to 2 fields","to VegBranch field:Z_USER_C_xxx, field(s):growthform1,2Type",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6776,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Plot Code","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):authorPlotCode",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6777,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Plot Directions","yes",,,"n/a","n/a","no",,"to VegBranch field:Z_USER_C_xxx, field(s):locationNarrative",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6778,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Plot Shape","yes",,,"n/a","n/a","no","mult fields","to VegBranch field:Z_USER_C_xxx, field(s):shape",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
6779,,"logical","NPS-PLOTS db",,"cust_NPS_Plots","Polygon Code","yes",,,"n/a","n/a","no",,"to VegBranch field:skipped!",,,,1,,0,0,-900.00,1/17/2005 16:54:08,1,0,,,,,,"n/a","n/a",0
